Title,ReleaseDate,Popularity,Budget,Revenue
Palm Swings,'24/06/2017',1.991919,0,0
See You Around,'11/11/2015',0.077177,0,0
Animated Motion: Part 5,'01/01/1978',0.001125,0,0
Laggies,'25/09/2014',2.202867,0,1066981
Killer Joe,'10/09/2011',0.850692,10000000,3665069
ãÅ‚ãÅùãÅ?ãÅ«ãÅ„ãÅèãƒ¨ï?Å,'15/06/2011',0.013523,0,0
Taking the Plunge,'26/05/2015',0.128123,0,0
Vixens of Bandelero,'01/01/1993',0.041093,0,0
The Bonner Brothers: Live,'01/01/2004',0.003769,0,0
Masti,'09/04/2004',0.006568,0,0
School Of Surrender,'05/05/2005',0.065658,0,0
You Can't Win 'Em All,'23/07/1970',0.176346,0,0
Les ailes de Johnny May,'03/09/2014',0.052142,0,0
Super Furry Animals - Rings Around The World,'23/07/2001',0.002813,0,0
Tarzan Goes to India,'01/07/1962',0.002047,0,0
Tierra de todos,'22/03/1962',0.002064,0,0
I Cover the Underworld,'19/05/1955',0.267048,0,0
Chez les Touaregs,'01/01/1908',0.002359,0,0
Chew-Chew Baby,'04/02/1945',0.007286,0,0
å±±ä¸?å‚?å¥‡,'12/07/1979',0.070103,0,0
The Something,'NaT',0.394092,0,0
Frau Berta Garlan,'01/01/1989',6.00E-05,0,0
Dead Cat,'11/04/2014',0.031461,0,0
The Young Graduates,'02/06/1971',0,0,0
Mute Math: Flesh & Bones Electric Fun,'20/03/2007',0.005625,0,0
Cheerfu11y,'NaT',0,0,0
Den som henger i en trÃ¥d,'NaT',0.0004,0,0
Cecilia Bartoli: The Barcelona Concert,'09/02/2008',0.005625,0,0
Mister Karl,'30/03/2008',0.018627,0,0
Care Bears: Flower Power,'07/06/2011',0.02016,0,0
Alice in the Underworld: The Dark MÃ?rchen Show!!,'04/03/2009',0.01125,0,0
Sharma and Beyond,'01/01/1984',0,0,0
Satellites & Meteorites,'01/01/2008',0.012306,0,0
Anton,'09/02/1996',0.002338,0,0
Codependent Lesbian Space Alien Seeks Same,'06/01/2012',0.129308,0,0
Del Rey and the Sun Kings: Battleship Potemkin,'NaT',2.00E-06,0,0
ãƒèãƒ?ãƒ?ãƒ?ãƒ˜ãƒƒãƒ‰,'25/07/2015',0.053105,0,0
In Between,'01/01/1991',0.00112,0,0
The Dream Team,'07/04/1989',1.505749,0,28890240
Soltanto un bacio,'14/05/1942',0.001875,0,0
Rah Rah Ruckus,'04/05/1964',0.002081,0,0
Bangarada Hoovu,'01/01/1967',0.001882,0,0
Face of a Stranger,'29/12/1991',0.166512,0,0
Kounterfeit,'15/11/1996',0.42695,0,0
The Nightingale,'10/05/1983',6.00E-05,0,0
Minsan May Isang Puso,'09/05/2001',0.006465,0,0
Hooch,'02/09/1977',0.001201,0,0
Flip the Script,'10/06/2005',0.004236,0,0
Never Forget,'08/04/1991',8.90E-05,0,0
Battal Gazi geliyor,'01/01/1955',0.00336,0,0
Farmer Al Falfa's 20th Anniversary,'27/11/1936',0.001972,0,0
Breath,'01/01/2017',0.861026,0,0
Perfect Little Angels,'15/06/1998',0.040127,0,0
Tops,'01/01/1969',0.001962,0,0
The Strange World of Planet X,'04/03/1958',0.122378,0,0
æ—¢ç„¶éù’æ˜¥ç•™ä¸çä?è-é‚„æ˜¯åÅ?å€‹å?§åè”å¥?,'15/03/2017',0.039663,0,0
Crooks in Cloisters,'01/01/1964',0.166943,0,0
Twilight in Volterra,'01/01/2013',0.016875,0,0
Jersey Shore Massacre,'22/08/2014',0.451817,1400000,0
Lathos ston erota,'01/08/1961',0.001882,0,0
Domar el tiempo,'NaT',0.25,0,0
åçÅä¸ƒäººãÅ®å¿çè€… å?§è¡€æˆ?,'01/01/1966',0.002813,0,0
Ein Engel und Paul,'01/01/2002',0.022821,0,0
Mater Private Eye,'02/11/2010',0.556064,0,0
Knuckle Game,'01/01/2006',0.005625,0,0
Nowhere place,'01/07/2014',0.050292,0,0
The Road to Paradise,'06/12/1915',0.007001,0,0
The Bad Son,'20/05/2007',0.048686,0,0
La ilusiÃ?n de NoemÃ?,'23/06/2016',0.073134,0,0
Ridicule,'09/05/1996',0.672348,3000000,2503829
Pilotinnen,'06/08/1995',0.001877,0,0
Itihaas,'01/01/1997',0.003165,0,0
Flight of the Navigator,'30/07/1986',2.086767,0,18564613
Gone Are the Days!,'09/08/1963',0.922764,0,0
Korean Alphabet,'12/05/1967',0.001875,0,0
Angel's Dance,'01/01/1999',0.010205,0,0
Papa's Day of Rest,'08/12/1951',0.002777,0,0
Left Behind,'01/01/1994',0.002063,0,0
Nuit d'or,'01/10/1976',1.20E-05,0,0
The Do-Deca-Pentathlon,'06/07/2012',1.310696,0,0
The Garage,'11/01/1920',0.006813,0,0
Le Contrebandier,'01/01/1912',0.01453,0,0
Meins,'21/07/2006',0.01391,0,0
Rag and Bone,'01/01/1998',0.002976,0,0
Mr. Jones,'08/10/1993',0.279599,0,0
Coast to Coast,'03/04/2004',0.276771,0,0
Wea Nao Mi?,'05/07/2012',0.128001,0,0
D.L. Hughley: Clear,'01/04/2014',0.345363,0,0
TianwÃ i tian xiaozi,'27/06/1988',5.00E-06,0,0
The Genital Warriors,'18/12/2015',0.114889,0,0
Tibet: Beyond Fear,'20/03/2008',0.00753,0,0
L'Incoronazione di Poppea,'01/12/1979',6.00E-06,0,0
Dido & Aeneas,'27/10/1995',0.006326,0,0
Manic Street Preachers Live from Cardiff Castle,'05/06/2015',0.046859,0,0
Vox Lumiere: The Hunchback of Notre Dame,'12/09/2008',0.0075,0,0
Superstar: The Life and Times of Andy Warhol,'18/07/1990',0.00048,0,0
14,'01/01/2015',0.030003,0,0
Michael Bolton - Live At The Royal Albert Hall,'06/05/2010',0.022065,0,0
æ‰‹ç´™,'03/11/2006',0.070064,0,0
The Prodigal,'14/10/1983',0.178599,0,0
Plata Dulce,'08/07/1982',0.001368,0,0
Dead Kennedys: The Early Years,'01/01/1987',0.0012,0,0
Globalisation Is Good,'NaT',7.00E-06,0,0
I Wanted Wings,'26/03/1941',0.053811,0,0
Marked for Death,'NaT',5.00E-06,0,0
Maengbu samcheon jigyo,'26/03/2004',0.004302,0,0
Taksi,'NaT',0.05,0,0
Kortfilm Nr.1,'28/11/2009',0.009375,0,0
Don't Answer The Phone,'05/05/2017',0.275177,0,0
The Pact,'24/01/2011',0.140828,0,0
Grills Gone Wilder,'18/06/2013',0.01875,0,0
Robben Ford: New Morning: The Paris Concert,'10/05/2005',0.00375,0,0
Close Contact,'01/10/1999',0.002073,0,0
Hiromi's Sonicbloom Live In Concert,'01/01/2009',0.00766,0,0
Caught in the Fog,'24/08/1928',0.001878,0,0
Guy,'17/12/1997',0.524122,0,0
The Silver Surfer,'31/12/1992',7.00E-05,0,0
Gel,'14/06/1965',NaN,0,0
Bringing Ashley Home,'20/03/2011',0.170526,0,0
L'avaro,'01/04/1990',0.029835,0,0
Transmission,'07/05/2012',0.014546,0,0
Kriterion sinds â€™45,'05/11/2015',0.071709,0,0
Una chica para dos,'01/01/1968',0.002144,0,0
Lucky Terror,'20/02/1936',0.009489,0,0
You Only Live Once,'29/01/1937',1.415745,575,0
Lumpenball,'18/08/1930',0.010281,0,0
The North Star,'01/03/2016',0.056265,0,0
Brute Corps,'22/10/1971',0.00857,0,0
Double Edge,'22/03/1992',0,0,0
The Sheriff's Streak of Yellow,'26/02/1915',0.001883,0,0
Kung Fu Theater: Invincible Hero,'10/01/2006',0.005625,0,0
Bullet,'01/01/2006',NaN,50000,0
Verliebte Ferien in Tirol,'01/10/1971',0.00162,0,0
Love M,'08/11/1966',NaN,0,0
Peter Jennings Reporting The Kennedy Assassination - Beyond Conspiracy,'22/11/2003',0.003829,0,0
Der Zigeunerbaron,'27/09/1962',0.008279,0,0
Autostop-Lustreport,'28/04/1974',0.03,0,0
Ha,'23/03/1962',NaN,0,0
Exit Log,'21/04/2014',0.034121,0,0
The Victoria Line Report No. 3: Problems and Progress,'02/01/1967',0.001875,0,0
Anna Karenina,'01/03/2009',0.1629,0,0
Les amazones du temple d'or,'01/10/1986',0.393813,0,0
Ä°ncir ReÃ§eli,'11/02/2011',0.21783,0,0
The Lighthouse Keeper,'14/10/2009',0.021089,0,0
Mutiny,'05/03/1952',0.523782,0,0
Sandow,'NaT',0.011976,0,0
Pari,'09/11/2008',NaN,0,0
White Out,'01/01/2008',0.005626,0,0
Business as Usual,'01/01/1987',4.20E-05,0,0
Water Wars,'01/01/2014',0.202121,1000000,0
Stille Nacht I,'01/01/1988',3.80E-05,0,0
Santa Lucia,'21/12/1986',0.000135,0,0
Hide and Seek,'25/03/1932',0.014081,0,0
Scummy Man,'01/03/2006',0.541011,95000,0
O Abismo Prateado,'17/05/2011',0.011368,0,0
Tripping With Caveh,'15/09/2004',0.003759,0,0
La Sonate des spectres,'21/01/2015',0.032002,0,0
ScÃ¨nes de la vie franÃ§aise: La Ciotat,'01/01/1986',0,0,0
The Dark Wave,'01/06/1956',0.002074,0,0
å?‡å ´ç‰ˆã€€ä»®éù¢ãƒ©ã‚?ãƒ€ãƒ?é›»ç?‹ï?†ã‚?ãƒêã€€ã‚¯ãƒ©ã‚?ãƒ?ãƒƒã‚¯ã‚?åˆ‘äº‹ï?ˆãƒ‡ã‚«ï?‰,'12/04/2008',0.011607,0,0
The Last Play at Shea,'25/04/2010',0.295793,0,0
Justice,'15/09/2017',3.629346,0,0
Hi Gang!,'27/12/1941',0.001875,0,0
Communion,'09/08/2008',0.018185,0,0
L'OdyssÃ©e de l'Amour,'26/05/2009',0.011428,0,0
Sugar: Howling of Angel,'01/01/1996',0.004302,0,0
Real Playing Game,'28/08/2013',0.595211,0,0
Peter Maffay & Band - Niemals war es besser,'22/05/2015',0.042558,0,0
å?‡å ´ç‰ˆãƒèã‚?ã‚?ãƒ¥ãƒ?ï?Åï?Åçµ‚ã‚èã‚?ãÅ¨å§‹ãÅ?ã‚?,'03/07/2015',1.603313,0,0
Alles Verbrecher - Leiche im Keller,'26/02/2015',0.03225,0,0
Baader,'10/11/2002',0.01068,0,0
Down South,'14/04/1931',0.001875,0,0
Das Leben ruft,'20/12/1944',0.001876,0,0
Cree Hunters of Mistassini,'01/01/1974',0.00072,0,0
Haldane of the Secret Service,'29/09/1923',0.002359,0,0
Cannibal Possession: Heart of Ice,'01/01/2012',0.027976,0,0
Haunting Desires,'04/11/2006',0.290669,0,0
By Whose Hand?,'06/07/1932',0.003881,0,0
Stolen Sweets,'15/03/1934',0.015147,0,0
Utopia,'24/05/2013',0.01875,0,0
The Great Jesse James Raid,'17/07/1953',0.175653,0,0
The Making of an American,'08/03/1920',0.002846,0,0
Saint-Cyr,'17/05/2000',0.002996,0,0
Guerrilla,'14/04/2011',0.013273,0,0
ORIZONT,'24/11/2015',0.04725,890600,0
The Cosmonaut,'17/05/2013',0.036026,1138340,0
Pancho el Sancho,'15/09/1988',0.003,0,0
Night of the Comet,'16/11/1984',0.692946,3000000,14418922
Magtanggol,'08/06/2016',0.08356,0,0
The Alan Dimension,'02/10/2016',0.159279,0,0
Mau-Mau,'13/07/1955',0.002831,0,0
8 of Diamonds,'15/02/2006',0.076586,0,0
Eddie,'31/05/1996',0.526364,0,0
Maths Degree,'NaT',0,0,0
The Titanic's Lost Sister,'05/05/1996',0.00253,0,0
They Come Back,'03/03/2007',0.138396,0,0
Ovo,'14/10/2012',0.015,0,0
O Cinema dos Meus Olhos,'01/01/2007',0.006192,0,0
Rendezvous at Midnight,'11/02/1935',0.004343,0,0
Gorilla,'26/08/1956',0.020816,0,0
Fun on Earth,'04/08/2007',0.008438,0,0
Guang,'01/12/2011',0.013127,0,0
Pasaporte a la fama,'27/10/2005',0.008504,0,0
Solomon Yogalates,'NaT',0,0,0
Mirror,'02/01/1979',0.0009,0,0
Al centro de la tierra,'10/11/2015',0.046875,0,0
Ame,'01/01/1998',NaN,0,0
Garage Sale Mystery: The Art of Murder,'08/01/2017',2.802693,0,0
Laugh It Off,'09/03/1940',0.003102,0,0
Der Mann auf dem Baum,'22/11/2011',0.428205,0,0
Always Shine,'25/11/2016',0.750078,0,0
Path of Motion,'10/03/1950',0.003093,0,0
VÃ?ter,'26/09/2002',0.009407,0,0
Historias violentas,'01/01/1985',0.25,0,0
The Final Days,'29/10/1989',0.018925,0,0
Stolen: One Husband,'18/11/1990',2.40E-05,0,0
ÃœÃ§ tekerlekli bisiklet,'01/01/1962',0.009495,0,0
The Long Way Down,'19/05/2017',0.478505,95,0
Reiff fÃ?r die Insel - Neubeginn,'27/12/2012',0.027358,0,0
Lion's Mouth,'01/01/2000',0.004328,0,0
Fifty Dead Men Walking,'10/09/2008',0.9313,0,0
The Salzburg Connection,'30/08/1972',0.059327,0,0
Boquitas pintadas,'01/01/1974',1.00E-06,0,0
Mr. Duck Steps Out,'07/06/1940',0.010461,0,0
Dywizjon 303,'NaT',2.00E-06,0,0
Kimchi Fried Dumplings,'15/03/2013',0.063944,0,0
Give Me Shelter,'24/06/2014',0.307014,0,0
Jake and the Giants,'NaT',0,0,0
News Hound,'09/06/1955',0.002074,0,0
Arizona Manhunt,'14/09/1951',0.014196,0,0
The Calgary Stampede,'01/11/1925',0.004146,0,0
Busted,'01/01/2006',0.005625,35000,0
No. 2: Story of the Pencil,'04/10/2016',0.123839,0,0
The Omegans,'18/02/1968',0.014285,0,0
Happy Sushi,'NaT',0,0,0
White Frog,'07/03/2012',0.567077,0,0
The Way of All Flesh,'01/10/1927',0.001914,0,0
Black Spring Break 2: The Sequel,'NaT',1.00E-06,0,0
Sin's Pay Day,'02/03/1932',0.193239,0,0
Intimo profondo,'NaT',0.0006,0,0
O Coveiro,'08/12/2012',0.03782,0,0
Vor dem Konzert,'01/01/2007',0.006355,0,0
Aesop's Fable: Golden Egg Goosie,'12/06/1951',0.001875,0,0
Fair Employment Practice: Preventing Sexual Harassment,'01/01/1980',0,0,0
Der Bulle und das Landei - von MÃ?use,'03/04/2014',NaN,0,0
An Everlasting Piece,'22/12/2000',0.241676,0,0
The Last Magic Show,'11/07/2007',0.090125,0,0
ê·€í–¥,'05/11/2009',0.011931,0,0
Deceived,'15/07/2011',0.031581,1000,0
Muse: Live at The Royal Albert Hall,'12/04/2008',0.038331,0,0
Il vendicatore mascherato,'10/05/1964',0.003306,0,0
Secret Service,'12/01/1977',0.144134,0,0
Zero,'11/01/2014',0.022591,0,0
Buoni a nulla,'23/10/2014',0.049366,0,0
Young Goodman Brown,'NaT',0,0,0
Our Song,'21/01/2000',0.006438,0,0
è?±ãÅ–ãÅ‹ã‚?ãÅ®åê›ãÅŸãÅ¡ãÅ¸,'03/07/2007',0.005633,0,0
The Apparition,'01/01/1976',0.25,0,0
ç‹—ç‹—å¿ƒäº‹ ãÅ„ãÅ¬ãÅ®ãÅˆãÅ„ãÅŒ,'19/03/2005',0.008805,0,0
Portrait of Gina,'01/01/1958',0.008328,0,0
Krakatit,'01/01/1948',0.004388,0,0
Kinogamma Part Two: Far East,'NaT',0.000113,0,0
Die Wiesenberger,'22/02/2012',0.013135,0,0
Johnny Cash: The Last Great American,'26/02/2004',0.009302,0,0
Philomena,'01/11/2013',1.747137,12000000,100129872
Old Testament I: Sodom & Gomorrah,'01/01/2014',0.0225,0,0
Jamaica Inn,'01/05/1983',0.647985,0,0
å¥?ç¯®5åè·,'01/01/1957',0.005253,0,0
TNT Jackson,'08/06/1974',0.048577,0,0
Hot Target,'01/10/1985',0.75,0,0
ChÆ¡i VÆ¡i,'13/11/2009',0.02821,0,0
The Making of 'The Nightmare Before Christmas','03/10/1993',0.195129,0,0
Fake-Out,'18/11/1982',0.16502,0,0
Sussi,'23/05/1988',0.002025,0,0
The Girl in the Red Velvet Swing,'01/10/1955',0.046576,0,0
Inju : La BÃªte dans l'ombre,'03/09/2008',0.326322,12,0
Kinde,'04/03/1955',NaN,0,0
It's A Rockabilly World!,'01/01/2015',0.030621,0,0
Syrinx,'31/05/1966',0.002961,0,0
Zero Dark Thirty,'19/12/2012',2.875181,40000000,132820716
Crush,'12/11/2009',0.011801,0,0
Life Changes Everything,'24/01/2017',0.16755,0,0
Pehla Pehla Pyar,'06/05/1994',0.002084,0,0
The Coneheads,'28/06/1983',0.251505,0,0
Shaft in Africa,'14/06/1973',0.077742,2142000,1458000
Fort Savage Raiders,'14/03/1951',0.002335,0,0
My Pure Land,'24/06/2017',0.479221,0,0
Dead Man Working,'02/11/2016',0.119519,0,0
Jim Jeffries on His California Ranch,'03/11/1907',0.001875,0,0
Halloween,'19/10/2018',0.549521,0,0
SzÃ©l,'01/01/1996',0.004184,0,0
Hotel Diaries: Museum Piece,'02/01/2004',0.009213,0,0
Overtime,'29/01/2012',0.013177,0,0
Mansome,'18/05/2012',0.735237,0,0
Food Fight,'29/10/2006',0.005625,0,0
Life Partners,'05/12/2014',0.477166,0,8265
The Girl Next Door,'19/10/1998',0.168944,0,0
åŒ–éª¨é?çèˆ‡åçƒå?´èŸ?,'05/11/1999',0.001965,0,0
Lincoln@Gettysburg,'19/11/2013',0.036794,0,0
æ—ºè§’æè¸Fitäºº,'23/05/1996',0.163464,0,0
Switch,'16/03/2015',0.037319,0,0
Apple Pie,'16/07/2016',0.133827,0,0
L'obsession de l'or,'04/10/1906',0.002868,0,0
Sha chu Xiang Gang,'01/01/1988',4.50E-05,0,0
La Bande du Rex,'29/04/1980',7.20E-05,0,0
Swapna Sanchari,'01/12/2011',0.017974,0,0
Prokofiev,'13/03/1961',0.002814,0,0
That's So Suite Life of Hannah Montana,'16/01/2007',0.067237,0,0
Silver Stallion,'27/05/1941',0.004316,0,0
Hyderabad Blues 2,'02/07/2004',0.012819,0,0
Flics de Choc,'13/07/1983',0.00437,0,0
Robin Hood of El Dorado,'17/03/1936',0.00361,0,0
Kangaroo,'16/05/1952',0.400068,0,0
Mysterious Planet,'01/01/1982',1.50E-05,0,0
Skyway,'29/08/1933',0.031617,0,0
Blood,'22/10/2004',0.14372,0,0
The Rocky Road,'03/01/1910',0.010578,0,0
Feuer unter Deck,'05/06/1979',4.00E-06,0,0
Workaholic,'11/07/1996',0.002783,0,0
Under the Turban,'23/10/2016',0.103708,0,0
The Touch of Satan,'23/08/1971',0.01319,0,0
Quarantine,'04/12/1990',0.400716,0,0
Lifted,'13/08/2010',0.364131,0,0
En Francais SVP,'NaT',0,0,0
Props: Best of BMX: White Knuckle Extreme,'NaT',0,0,0
Hapax Legomena VII: Special Effects,'02/01/1972',3.00E-06,0,0
Surfwise,'01/01/2007',0.012923,0,0
Atlantic City Hookers: It Ain't E-Z Being a Ho','01/01/2004',0.008465,0,0
Angels of the City,'01/08/1989',0.39303,0,0
Two Good Boys Gone Wrong,'29/10/1929',0.002949,0,0
Army Girl,'11/08/1938',0.221675,0,0
Incident at Midnight,'01/01/1963',0.004347,0,0
The Roots of Monty Python,'26/11/2005',0.005661,0,0
Battlestar Galactica,'08/12/2003',1.311462,0,0
Romance,'09/10/2012',0.034725,0,0
Toxic Holocaust: Live in London,'19/07/2011',0.011258,0,0
KAddish,'NaT',0,0,0
A domani,'26/06/1999',0.001912,0,0
Con la muerte en ancas,'06/11/1980',0.0204,0,0
Kisei jÃ»i Â· Suzune: Genesis,'26/11/2011',0.221007,0,0
A Deusa Negra,'01/01/1978',5.40E-05,0,0
The Minions,'30/10/2014',0.159548,0,0
L'immensitÃ ,'07/08/1967',0.004457,0,0
Visul unei nopti de iarna,'NaT',0.05,0,0
Quem Ã‰s Tu?,'26/06/2001',0.043646,0,0
Pot Luck,'01/04/1936',0.030848,0,0
The Wicked Cat,'22/04/1922',0.001875,0,0
E,'17/08/2000',NaN,1900000,2070806
Operation Las Vegas,'27/04/1990',0.005223,0,0
Freek de Jonge - De Tol,'01/01/1995',0.002963,0,0
Resurrectus Est,'16/12/2002',0.036936,0,0
EPCOT,'27/10/1966',0.006633,0,0
Der Gollob,'01/01/1983',2.00E-06,0,0
Intruders,'24/10/2014',0.028404,0,0
Tai tai wan sui,'30/11/1947',0.001875,0,0
Un canto nel deserto,'30/04/1959',0.001887,0,0
Other Madnesses,'NaT',0,0,0
Argentynska lekcja,'02/05/2013',0.181193,0,0
Children's Thought and Language,'02/01/1971',0,0,0
Just Charlie,'11/03/2017',0.186124,0,0
Tumba para un forajido,'01/01/1965',0.001876,0,0
Vultures in the Void,'11/06/2014',0.027818,0,0
Pound of Flesh,'19/09/2010',0.033075,0,0
Seventh Grade,'24/10/2014',0.124077,0,0
Drux Flux,'01/01/2008',0.005634,0,0
To Beat the Band,'23/11/1935',0.009302,0,0
Sadourni's Butterflies,'15/03/2013',0.016887,0,0
Friederike von Barring,'16/08/1956',0.009468,0,0
Ms .45,'24/04/1981',2.151716,62000,0
Callas,'NaT',1.00E-05,0,0
Saaz Aur Sanam,'01/01/1971',1.00E-06,0,0
I Can Do Bad All By Myself,'11/09/2009',0.468273,0,0
Neranja Manasu,'08/11/2004',0.004232,0,0
Francesco,'08/12/2014',0.03047,0,0
The Mighty Macs,'21/10/2009',0.449379,7000000,0
Mezanin,'26/07/2011',0.037967,0,0
The Home Made Car,'01/06/1963',0.001875,0,0
Mustafa,'29/10/2008',0.177088,0,0
Shadowland,'30/11/2010',0.011985,0,0
A Little Vicious,'22/05/1991',0.244688,0,0
Patrick vive ancora,'15/05/1980',5.00E-06,0,0
The Summit,'15/06/2008',0.129762,0,0
XIX saukunis qartuli qronika,'01/01/1979',0.002,0,0
Destiny Road,'02/11/2012',0.023951,0,0
Julie,'01/03/2013',0.059567,0,0
Cutie and the Boxer,'16/08/2013',0.089901,0,0
z.B. ... Otto Spalt,'25/03/1988',4.00E-05,0,0
Street Level,'08/11/2016',0.121885,0,0
I Am Not Your Negro,'03/02/2017',2.721902,0,0
Treachery,'16/05/2013',0.153932,625000,0
Kalashnikov,'10/02/2014',0.0225,0,0
Falcon Rising,'05/09/2014',0.937584,0,0
The Convention,'NaT',5.00E-06,0,0
Academy of Doom,'01/01/1900',0.001875,0,0
Back Fire,'07/08/1926',0.001914,0,0
Two Way Stretch,'20/12/1960',0.344862,0,0
Storybook Classics: The Last of the Mohicans,'01/01/2006',0.007324,0,0
Not in God's Name: In Search of Tolerance with the Dalai Lama,'28/02/2007',0.005625,0,0
Banks of the Nile,'01/01/1911',0.005109,0,0
Illusion in Moll,'18/12/1952',0.036876,0,0
The Lion Men: Ultimate Showdown,'12/06/2014',0.054839,1,0
Koncz Zsuzsa - Ki nevet a vÃ©gÃ©n koncert,'01/01/2003',0.00375,0,0
Cher: Live in Concert from Las Vegas,'01/01/1999',0.006161,0,0
alaskaLand,'08/02/2013',0.018686,0,0
The Quare Fellow,'02/10/1962',0.050936,0,0
Naughty Nudes,'22/10/1965',0.003393,0,0
Anything Once!,'02/01/1927',0.009917,0,0
Old Stock,'20/04/2013',0.257241,0,0
Seated Figures,'10/02/1990',0.002,0,0
Alien Origin,'12/06/2012',0.294303,0,0
Een Pak Slaag,'13/12/1979',3.80E-05,0,0
Aasegobba Meesegobba,'01/01/1990',0,0,0
LenaLove,'22/09/2016',0.164859,0,0
I Think We're Alone Now,'NaT',0.165318,0,0
Parashuram,'22/06/1989',0.005895,0,0
Kumari Kottam,'04/11/1971',0,0,0
Maria R. e gli angeli del Trastevere,'01/01/1976',0.001395,0,0
Diva Futura - L'avventura dell'amore,'21/02/1989',0.200793,0,0
Rushmore,'17/09/1998',1.214712,9000000,17096053
The Sitter Downers,'26/11/1937',0.037799,0,0
Looking for Love,'28/12/2015',0.050625,0,0
O eaftoulis mou,'27/07/1964',0.001883,0,0
ê·¸ë?¬ì?? ë¡œë§ˆ ì‹ í™” - ì˜¬ë??íè¬ì?? ê°€ë””ì–¸ - ê¸°ê°„í…Œì?? ëŒ€ì—?ì?µ,'NaT',0,0,0
Fade to Black,'NaT',0.0004,0,0
Exercise in Direct Cinema,'14/09/1962',0.001875,0,0
Huccha,'06/07/2001',0.00422,0,0
Hardboiled Rose,'29/03/1929',0.00422,0,0
Don from Lakewood,'01/01/1989',3.00E-06,0,0
Inspektor GAI,'06/06/1982',5.40E-05,0,0
Harlequin,'20/03/2013',0.021401,0,0
Keep 'em Slugging,'01/03/1943',0.17819,0,0
Das Blaue vom Himmel,'02/06/2011',0.017045,0,0
Dream Work,'17/03/2001',0.038771,0,0
Miscellanea III,'13/02/2005',0.004236,0,0
Baby Phone,'08/03/2017',0.652786,0,0
Lady Cocoa,'01/12/1975',3.00E-06,0,0
Shanghai Noon,'26/05/2000',3.969066,55000000,56932305
Cream - Strange Brew,'22/06/1991',0.0006,0,0
Hello Again,'06/11/1987',0.15623,0,20419446
Appassionate,'03/09/1999',0.003033,0,0
Saken Ruth Vang,'NaT',0,0,0
Le Secret,'21/06/2000',0.280524,0,0
The Runner: Extreme UltraRunner David Horton,'01/01/2006',0.008438,0,0
Aya Kamiki: First Live,'02/05/2007',0.005625,0,0
Hurricane Smith,'02/10/1952',0.144377,0,0
That's Sexploitation!,'25/06/2013',0.020801,0,0
Homecoming,'27/08/2007',0.005679,0,0
Anacondas: The Hunt for the Blood Orchid,'26/08/2004',3.677666,20000000,70992898
Sala,'14/02/2013',NaN,0,0
The Ballad of Immortal Joe,'10/09/2015',0.234581,0,0
TambÃ©m Somos IrmÃ£os,'15/10/1949',0.002202,0,0
Quiero morir en carnaval,'07/12/1961',0.002868,0,0
Ganz der Papa,'13/04/2012',0.048702,0,0
In the Deep Woods,'26/10/1992',0.259018,0,0
Koolhaas Houselife,'01/01/2008',0.086232,0,0
Hand in Hand,'15/08/2011',0.181101,0,0
Seifuku lynch: nejirikome!,'01/03/1991',4.00E-06,0,0
Guido Weijers: V,'15/10/2016',0.099944,0,0
Fifty,'17/10/2015',0.08427,0,0
Solo,'01/01/1967',0.001875,0,0
Historia Literatury WedÅ‚ug Kabaretu Moralnego Niepokoju,'NaT',0,0,0
Uznik Zamka If,'01/01/1988',0.209865,0,0
The Mercy,'16/11/2017',1.844159,0,0
The Hit Girl,'01/03/2013',0.049837,0,0
Summer's End,'18/04/2000',0.208602,0,0
Sea Meadow,'01/01/2011',0.011891,0,0
Magnesium,'03/07/2012',0.150174,0,0
The Haunted Cat,'22/09/1951',0.004902,0,0
8 mm,'13/04/2010',0.009375,0,0
Death on the Diamond,'14/09/1934',0.002081,0,0
The Erotic Witch Project,'10/02/2000',0.137838,0,0
Proboscis,'NaT',0,5000,0
Her Indian Hero,'16/04/1912',0.00207,0,0
Song 2,'01/01/1964',0.002084,0,0
So ein Affentheater,'06/08/1953',0.014876,0,0
Le Cri des Hommes,'01/01/1991',0.000302,0,0
The Joneses Unplugged,'06/05/2017',0.808914,0,0
Justiz,'14/10/1993',0.14007,0,0
Skyjacked,'24/05/1972',0.787046,0,0
Girl Loves Boy,'27/03/1937',0.003128,0,0
Heavy,'16/04/2017',0.358857,0,0
Suicide BoxÂ®,'01/01/1996',0.001875,0,0
Ushiro kara mae kara,'27/02/2010',0.030147,0,0
Trail to Vengeance,'01/06/1945',0.002096,0,0
Wild North Sea: Footage Never Seen Before,'NaT',0,0,0
Supercalifragilisticexpialidocious - The Making of 'Mary Poppins','14/12/2004',0.005039,0,0
That Has Been,'01/01/1984',5.00E-06,0,0
Quebec in Summertime,'09/04/1949',0.002813,0,0
Frits en Freddy,'08/12/2010',0.01694,0,0
Wrong Number,'18/07/2015',0.062356,390000,1570000
Gray House,'21/03/2017',0.305547,0,0
Rain,'16/05/2003',0.034043,0,0
Carson City Cyclone,'03/03/1943',0.240372,0,0
Voices from the Grave,'NaT',0.75,0,0
In Defense of the Rocket,'NaT',0,0,0
Animal Games,'11/08/2004',0.01064,0,0
Chip of the Flying U,'29/11/1939',0.039285,0,0
Pink Valiant,'10/07/1968',0.002823,0,0
The Defender,'20/12/2004',0.321747,0,0
The Hooker with a Heart of Gold,'04/02/2011',0.103181,10,0
